Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
217,2580,23.8,78.5,-0.31,-0.25,-0.04,29.4,4.966,8.095,15.17,512,13.94,0.95,27.6,86.9,68.6,4.188,8.8,33.1,113.9,74.1,0.4,3.864,-1.5,-12.3,1.1335,0.9409,0.4657,0.8866,149.3,437.7,78.6,14.07,367.3,75.6,82.2,-413.4,-357.3,17.6,20.1,112140.8,8,-697,1,259,220,2,84.9,98,68.6,-140,6.3,56.5,0.5,96.7,-12.32,49.6,231,14.06,1,8.3,8,106.99,60.7,15.2,343.011,0.1,70.5,2.38,32.4,26.8,31.7,28.3,79,1229.8,1636.3,32.4
217.5,2304,8.1,78.6,-0.27,0.35,-0.02,29.4,4.966,8.095,16.17,512,13.96,0.95,27.7,79.1,68.6,2.162,4.2,10,131.8,116.7,0.44,1.768,-1.5,-20,1.0512,0.861,0.652,1.1024,150.6,433.7,78.6,14.11,365.1,99.5,-94.5,36.1,-549.5,15,18.8,112140.8,8,-180,1,267,233,2,92.5,98,68.6,-140,6.3,56.5,0.5,96.7,-12.32,49.6,236,14.1,1,8.3,8,106.98,60.2,13.2,344.011,0.1,70.4,2.41,30,24.9,29,24.1,79,1095.6,1341.4,32.4
218,2418,16,78.6,-0.36,-0.19,-0.07,29.4,4.966,8.095,16.17,512,13.96,0.95,27.7,84.8,68.6,3.652,7.4,17.8,79.6,64.5,0.4,3.312,-1.5,-15.4,1.1425,0.9457,0.4492,0.8858,148.8,434.8,78.6,14.11,362.7,413.6,155.3,-773.7,-137,16,18.9,112140.8,8,-2378,1,262,226,2,105.2,98,68.6,-140,6.3,56.6,0.5,96.7,-12.32,49.6,240,14.08,1,8.3,8,106.98,56.8,16.6,344.011,0.1,70.4,2.42,30.6,25.4,30.2,25.9,79.1,1229.8,1544.1,32.5
218.5,2055,9.5,78.7,-0.26,0.24,-0.03,29.4,4.966,8.095,17.17,512,13.97,0.95,27.7,82.3,68.6,2.286,3.9,11.3,115.3,48.1,0.35,1.896,-1.5,-20.9,1.0453,0.8819,0.6512,1.1122,139.6,432.3,78.6,14.14,360.4,60,-102.5,-78.9,-80.3,13,16.5,112140.8,8,1010,1,267,224,2,105.2,98,68.6,-140,6.3,56.7,0.5,96.7,-12.32,49.6,244,14.06,1,8.3,8,106.95,55.6,13.9,345.011,0.1,70.3,2.41,26.1,21.5,25.3,21,79.1,1121.2,1337.3,32.6
219,2421,22.8,78.7,0.22,-0.25,-0.02,29.4,4.966,8.095,17.17,512,13.96,0.95,27.7,87.6,68.6,4.156,8.1,31.6,65.8,67.2,0.3,3.83,-1.5,-0.7,1.0224,1.0358,0.5362,0.7161,140.8,425.8,78.6,14.07,358.1,413.6,-687.6,287,-629.2,17.2,17.3,112140.8,8,-767,1,252,222,2,16.3,98,68.6,-140,6.3,56.9,0.5,96.7,-12.32,49.6,248,14.07,1,8.3,8,106.97,61.8,16.5,345.011,0.1,70.3,2.42,27.9,27.3,28,27.9,79.1,1229.8,1518.5,32.7
219.5,3291,99.7,78.8,0.08,-0.44,-0.04,29.4,4.966,8.095,18.17,512,13.95,0.95,27.7,97.2,68.6,6.292,16.2,35,76.8,54.8,0.44,6.042,-1.5,2.2,1.0862,0.9905,0.502,0.7323,166.5,434.4,78.6,14.03,358.1,-149.7,43.1,-64.2,-286.4,23.8,23.3,112140.8,8,1096,0,260,222,2,-10.6,98,68.6,-140,6.3,57,0.5,96.6,-12.32,49.6,252,14.06,1,8.3,8,106.98,65.6,17.2,346.011,0.1,70.2,2.41,37.6,37.3,38.6,38.8,79.1,1229.8,1395.6,32.7
220,4629,100,78.9,-0.08,-0.54,-0.03,29.4,4.966,8.095,18.17,512,13.94,0.95,27.7,97,68.5,7.104,24.6,35,78.2,49.4,0.57,6.876,-1.5,3,1.1626,1,0.4118,0.7205,211.1,430.9,78.6,13.98,360.5,101.4,1011.7,1.7,-50,33.2,32.3,112140.8,8,11,0,263,227,2,3,98,68.5,-140,6.3,57.1,0.5,96.6,-12.33,49.6,259,14.02,1,8.3,8,106.99,61,15.9,346.011,0.1,70.2,2.39,52.3,51,53.9,53.7,79.2,1399.7,1324,32.8
220.5,4980,7.9,79,-0.14,0.18,-0.04,29.4,4.966,8.095,19.17,512,13.96,0.95,27.7,53.9,68.5,1.814,7.5,16.9,196.3,175.7,0.21,1.4,-1.5,-1.8,0.9445,0.8197,0.6264,1.0118,256.6,433.6,78.6,13.98,365.9,-382.5,-266.7,-667.8,-253.4,36.1,36.7,112140.8,8,-531,0,268,229,2,8.3,98,68.5,-140,6.3,57.2,0.5,96.6,-12.32,49.6,266,13.98,1,8.3,8,106.95,57.5,19,347.011,0.1,70,2.34,58.3,57.1,58.6,58.2,79.3,1442.8,1543.1,32.8
221,4206,7.7,79,-0.5,0.23,-0.03,29.4,4.966,8.095,19.17,512,13.96,0.95,27.7,55.3,68.4,2.004,7,12.2,195,174.4,0.55,1.596,-1.5,-10.2,0.9842,0.739,0.6764,1.1634,236.9,430.7,78.6,13.98,367.4,-205.3,32.2,387.5,653.1,28.8,32.1,112140.8,8,11,0,276,235,2,33.9,98,68.4,-140,6.3,57.3,0.5,96.7,-12.32,49.6,273,13.96,1,8.3,8,106.98,57.4,13.8,347.011,0.1,70,2.39,51.5,46.9,50.2,46.5,79.4,1314.7,1338.3,32.9
221.5,3834,49.3,79.1,-0.59,-0.24,0,29.4,4.966,8.095,20.17,512,13.93,0.95,27.6,91.3,68.4,5.124,13.9,35,78.2,30.2,0.63,4.826,-1.5,-3.8,1.1913,0.9004,0.3941,0.8539,208.3,432.6,78.6,13.97,367,1345.1,1161.8,-2784.4,-2605.8,27.3,28.4,112140.8,8,5008,0,263,228,2,68.6,98,68.4,-140,6.3,57.4,0.5,96.7,-12.32,49.6,280,13.97,1,8.3,8,106.98,58.2,14.3,348.011,0.1,69.9,2.37,45.4,39.5,45.7,41.2,79.5,1272.7,1404.8,33
222,3831,18.3,79.1,-0.82,0.26,-0.05,29.4,4.966,8.095,20.17,512,13.95,0.95,27.5,71.2,68.3,2.744,8.1,27.9,122.2,76.8,0.86,2.364,-1.5,-16.4,1.1591,0.7736,0.5701,1.1898,210.7,432.9,78.6,14.03,367.4,-97.2,-14.2,291.4,-293.9,25.3,30.3,112140.8,8,2918,0,276,233,2,83.3,98,68.3,-140,6.3,57.5,0.5,96.7,-12.33,49.6,287,14.1,1,8.3,8,106.98,62.3,13.3,348.011,0.1,69.9,2.38,48.8,40.1,47.2,40.4,79.6,1260.5,1437.6,33.1
222.5,4299,20.4,79.1,-0.5,-0.17,-0.03,29.4,4.966,8.095,21.17,512,13.95,0.95,27.5,71.6,68.2,2.81,10.4,35,68.6,71.3,0.53,2.432,-1.5,-5,1.1043,0.824,0.5063,0.9909,224.5,434.8,78.6,13.99,369.7,-106.1,-839.2,732.8,-58.6,30.8,32.4,112140.8,8,-979,0,277,239,2,46.3,98,68.3,-140,6.3,57.5,0.5,96.7,-12.34,49.6,294,14.17,1,8.3,8,106.98,64.1,15.3,349.011,0.1,69.9,2.38,52.1,46.2,51.6,48.4,79.6,1311.7,1420.3,33.2
223,4263,19.5,79.3,-0.62,0.08,-0.11,29.4,4.966,8.095,21.17,512,13.95,0.95,27.6,68.3,68.2,2.764,9.8,33.7,147,86.5,0.61,2.384,-1.5,-9.5,1.0913,0.8087,0.5067,1.0945,227.9,434.5,78.6,14.03,369.7,244.7,-278.4,-365.3,-545.6,29.6,32.7,112140.8,8,104,0,274,228,2,54.3,98,68.2,-140,6.3,57.3,0.5,96.7,-12.32,49.6,301,14.02,1,8.3,8,106.98,58,14.5,349.011,0.1,69.8,2.36,52.5,46,52,47.8,79.7,1211.3,1402.8,33.2
223.5,4287,20.1,79.3,0.5,0.01,0.03,29.4,4.966,8.095,22.17,512,13.95,0.95,27.6,69.3,68.1,2.792,9.9,35,86.5,43.9,0.49,2.414,-1.5,-5.3,0.9102,1.0146,0.7854,0.8224,225.3,433,78.6,14.01,369.7,678.1,21.4,562,-71.1,30.2,31.9,112140.8,8,108,0,276,240,2,-41,98,68.2,-140,6.3,57.1,0.5,96.6,-12.32,49.6,309,13.91,1,8.3,8,106.99,53.6,13.8,350.011,0.1,69.8,2.39,48.2,51.4,48.6,51.6,79.7,1312.7,1356.8,33.2
224,4746,41,79.3,0.64,-0.28,-0.07,29.4,4.966,8.095,22.17,512,13.94,0.95,27.6,84.9,68,4.708,18.8,35,93.3,57.6,0.7,4.402,-1.5,-3.4,0.9453,1.0752,0.6366,0.6811,232.7,426.9,78.6,14.05,369.7,82,16.4,-359.2,-229.2,33.2,34.4,112140.8,8,-2597,0,265,230,2,-56.3,98,68.1,-140,6.3,56.8,0.5,96.6,-12.33,49.7,316,13.93,1,8.3,8,106.99,55.6,15.4,350.011,0.1,69.8,2.39,50.4,55.4,53.7,56.5,79.8,1425.3,1479.6,33.2
224.5,5001,16.8,79.3,-0.19,-0.03,-0.06,29.4,4.966,8.095,23.17,512,13.96,0.95,27.6,60.5,67.9,2.396,10.7,31.1,146.9,138.7,0.2,1.996,-1.5,-1.6,0.9968,0.8161,0.5177,0.8811,251,432.4,78.6,13.94,372,-3.9,265.9,194.7,129.5,36.3,36.8,112140.8,8,-1402,0,278,233,2,6.6,98,68,-140,6.3,56.6,0.5,96.7,-12.32,49.7,324,13.95,1,8.3,8,106.98,57.5,20.2,351.011,0.1,69.8,2.35,59.3,57,58.9,58.4,79.9,1375.2,1613.8,33.2
225,4485,14.6,79.3,-0.83,0.15,-0.08,29.4,4.966,8.095,23.17,512,13.95,0.95,27.6,57.7,67.8,2.378,8.9,24.3,200.5,184,0.84,1.978,-1.5,-11,1.0575,0.6965,0.5783,1.0874,242,433.8,78.7,13.94,372,-209.7,-98.9,198.9,-1508.2,30.8,34.6,112140.9,8,-50,0,281,236,2,54.6,98,67.9,-140,6.3,56.7,0.5,96.7,-12.32,49.6,331,13.96,1,8.3,8,106.98,58.8,15.4,351.011,0.1,69.8,2.36,55.8,48.6,54.5,49.6,80,1353.6,1449.9,33.1
225.5,3999,35.8,79.2,0.29,0.12,-0.04,29.4,4.966,8.095,24.17,512,13.95,0.95,27.6,80.7,67.8,4.026,10.3,35,173,149.7,0.32,3.69,-1.5,-2.2,0.8701,0.948,0.7193,0.8291,219.5,434,78.7,13.97,369.7,229.5,-550.6,-223.9,-322.5,28.6,29.2,112140.9,8,8557,0,273,231,2,-17.7,98,67.8,-140,6.3,56.7,0.5,96.6,-12.32,49.6,339,13.98,1,8.3,8,106.98,58.1,14,352.011,0.1,69.8,2.39,44.6,47,46,47.2,80,1309.6,1447.9,33
226,5208,100,79.1,0.73,-0.41,-0.04,29.4,4.966,8.095,24.17,512,13.9,0.95,27.6,96.6,67.7,7.126,29.9,35,119.4,48,0.82,6.9,-1.5,-1.7,1.0087,1.1236,0.5752,0.5307,243.5,430.3,78.7,13.95,373.5,298.1,635.3,-957.3,-248.4,35.4,36,112140.9,8,193,0,286,238,2,-51.1,98,67.7,-140,6.3,56.6,0.5,96.6,-12.33,49.6,347,14.04,1,8.3,8,106.99,50.5,16.9,352.011,0.1,69.9,2.35,53.2,58.5,60.5,60.2,80,1519.6,1481.7,32.9
226.5,6288,100,79.1,0.11,-0.53,0.04,29.4,4.966,8.095,25.17,512,13.91,0.95,27.7,96.3,67.7,7.134,36.5,35,67.2,71.3,0.54,6.9,-1.5,2.8,1.0248,0.9961,0.4591,0.685,292.9,427.6,78.7,13.85,379.9,-54.4,-156.1,295.9,75,45.9,44.7,112140.9,8,0,0,281,235,2,-13.3,98,67.7,-140,6.3,56.6,0.5,96.6,-12.35,49.6,316,14.06,1,8.3,8,106.98,45.3,19.5,353.011,0.1,69.9,2.33,71.7,71.9,73.9,74.1,80,1611.7,1718.2,32.8
227,7626,100,79.1,0.04,-0.44,0.21,29.4,4.966,8.095,25.17,512,13.88,0.95,27.8,95.8,67.6,7.036,43.5,35,101.6,61.8,0.45,6.8,-1.5,2.7,0.9472,0.8961,0.5012,0.7941,357.6,426.8,78.7,13.78,388.5,-119.5,-1563.2,1133.7,1605.4,54.9,53.4,112140.9,8,0,0,280,234,2,-5.1,98,67.6,-140,6.3,56.5,0.5,96.6,-12.33,49.6,147,13.95,1,8.3,8,106.98,48.3,9.8,353.011,0.1,70,2.29,85.9,85.8,88.4,89,80.1,1583.1,2005,32.7
227.5,6585,8.3,79,-0.11,0.57,-0.03,29.4,4.966,8.095,0.71,512,13.92,0.95,27.9,43.7,67.5,1.716,9.4,33.9,413.4,383.2,0.59,1.292,-1.5,-2.5,0.7902,0.6815,0.7827,1.0949,360.1,428.4,78.7,13.92,395.3,-185,-786.7,36.1,-121.4,48,49.2,112140.9,9,-328,0,287,240,2,0.6,98,67.6,-140,6.3,56.5,0.5,96.6,-12.32,49.6,18,13.88,1,8.3,8,107,52.3,9.6,354.011,0.1,70,2.23,79.5,78.3,78.3,76.8,80.1,1574.8,1761.2,32.6
228,5277,11.3,79,-0.44,0.12,-0.08,29.5,4.966,8.095,0.71,512,13.94,0.95,27.8,46.1,67.6,1.804,8.1,20.8,68.6,32.9,0.45,1.384,-1.5,-4.9,0.9425,0.7303,0.6543,1.0874,299.4,431.1,78.7,13.94,394,-113.1,363.6,-303.4,187.5,38.7,40.8,112140.9,9,1138,0,302,249,2,18.9,98,67.5,-140,6.3,56.4,0.5,96.6,-12.32,49.6,28,13.95,1,8.3,8,106.98,59.7,9.8,354.011,0.1,70.2,2.3,65.6,61.8,64.2,62.4,80.1,1491.9,1669.1,32.5
228.5,4734,16.8,78.9,-0.67,-0.07,0.01,29.5,4.966,8.095,1.71,512,13.92,0.95,27.6,63.7,67.7,2.484,12.3,30,102.9,43.9,0.66,2.1,-1.5,-1.5,1.1252,0.8295,0.4291,0.8866,262.2,436.6,78.9,14.07,390.8,1091.5,838.4,-2227.7,-2737.7,40.2,40.9,112140.9,9,-3402,0,292,248,2,30.1,98,67.5,-140,6.3,56.3,0.5,96.7,-12.32,49.6,38,14,1,8.3,8,106.98,64.9,15.9,355.011,0.1,70.2,2.32,65.3,60,66.2,61.5,80.1,-263.2,1719.2,32.4
229,4233,18.9,78.7,-0.81,0.27,-0.08,29.5,4.966,8.095,1.71,512,13.94,0.95,27.5,63.5,67.7,2.65,7.7,31.2,107.1,63.1,0.83,2.266,-1.5,-11.1,1.0468,0.7193,0.6031,1.2091,231.7,435.2,78.9,14,389.7,-78.1,-149.7,-249.5,-7.5,33.6,37.8,112140.9,9,5659,0,298,243,2,45.1,98,67.6,-140,6.3,56.2,0.5,96.7,-12.32,49.6,46,14.01,1,8.3,8,106.99,62.3,14.2,355.011,0.1,70.3,2.32,60.8,54.2,59,54,80.1,570.3,1522.6,32.3
229.5,4146,19,78.6,-1.09,0.08,-0.07,29.5,4.966,8.095,2.71,512,13.95,0.95,27.5,69.4,67.7,2.75,10,31.7,98.8,52.1,1.09,2.37,-1.5,-6.4,1.1331,0.6795,0.6031,1.2827,226.6,433.8,78.9,14.02,388.3,-1105.9,-838.7,1343.4,1472.1,35.9,38.4,112140.9,9,-1397,0,301,243,2,77.2,98,67.7,-140,6.3,56.1,0.5,96.6,-12.32,49.6,55,14.01,1,8.3,8,106.96,60.5,13.9,356.011,0.1,70.4,2.32,61.8,51.5,59.6,58.9,80.1,580.7,929.7,32.3
230,3567,47.9,78.5,-0.59,-0.2,-0.05,29.5,4.966,8.095,2.71,512,13.93,0.95,27.5,92.1,67.8,5.014,14.3,35,100.2,65.8,0.62,4.714,-1.5,-2.9,1.1035,0.8366,0.4197,0.9681,196.8,433.2,78.9,13.98,383.7,498.1,457.8,-2081.8,-1643.7,32.7,33.6,112141,9,3483,0,302,241,2,46.9,98,67.7,-140,6.3,56.1,0.5,96.7,-12.32,49.6,63,13.98,1,8.3,8,107,61.4,14.3,356.011,0.1,70.4,2.35,54.1,47.7,54.1,52.7,80,232.4,1560.5,32.3
230.5,3978,29.8,78.4,-0.97,-0.19,-0.09,29.5,4.966,8.095,3.71,512,13.95,0.95,27.6,84.6,67.8,3.836,13.5,35,87.9,57.6,0.98,3.492,-1.5,0.3,1.1772,0.7941,0.3957,1.0461,209.7,434,78.9,13.97,381.7,-172.2,-16.1,-81.4,71.1,37.8,37.7,112141,9,-3568,0,293,245,2,64.1,98,67.7,-140,6.3,56.1,0.5,96.7,-12.32,49.6,71,13.95,1,8.3,8,106.99,60.7,15.2,357.011,0.1,70.5,2.34,60.6,52.9,60.9,61.3,80,429,1450.9,32.3
231,3969,25,78.3,-0.77,-0.07,0.01,29.5,4.966,8.095,3.71,512,13.96,0.95,27.6,77.9,67.9,3.35,10.4,34.9,93.3,78.2,0.78,2.986,-1.5,-3.2,1.1492,0.8016,0.4823,1.0555,218.2,436.6,78.9,13.96,381.3,-123.3,-360,92,-819.5,37.1,38.3,112141,9,1120,0,298,242,2,41.3,98,67.8,-140,6.3,55.9,0.5,96.7,-12.32,49.6,79,13.92,1,8.3,8,107.03,54.2,13.6,357.011,0.1,70.5,2.33,61.7,55,60.3,60.7,79.9,474.1,1559.5,32.2
231.5,4191,26.2,78.3,-1.12,-0.02,-0.06,29.5,4.966,8.095,4.71,512,13.96,0.95,27.7,77.2,67.9,3.192,11.2,35,90.6,85.1,1.1,2.82,-1.5,-2.2,1.1886,0.7602,0.4484,1.2047,223.1,434.9,79,13.91,381.3,-191.1,-27.2,220.3,885.9,39.3,40.2,112141,9,5,0,296,243,2,66.5,98,67.8,-140,6.3,55.8,0.5,96.7,-12.32,49.6,88,13.9,1,8.3,8,106.98,49.9,14.7,358.011,0.1,70.7,2.35,64.7,54.3,64.4,65.1,79.9,535.5,1539,32.1
232,4092,26.5,78.3,-1.05,0.02,-0.05,29.5,4.966,8.095,4.71,512,13.95,0.95,27.7,78.3,68,3.43,11.4,35,101.6,39.8,1.04,3.076,-1.5,-4.1,1.2197,0.7661,0.4906,1.1811,226.7,435.9,79,14.04,381.2,96.1,-267.2,-89.7,-228.4,38,39.6,112141,9,2,0,290,248,2,57.9,98,67.9,-140,6.3,55.6,0.5,96.7,-12.33,49.6,97,13.96,1,8.3,8,106.96,53.4,13.1,358.011,0.1,70.7,2.33,63.8,55.8,63.1,61.1,79.8,520.1,1478.6,32.1
232.5,4101,21.9,78.2,0.39,-0.03,-0.1,29.5,4.966,8.095,5.71,512,13.96,0.95,27.7,75.7,68,2.996,10.7,34.4,182.6,163.4,0.38,2.632,-1.5,-0.8,0.8929,0.948,0.648,0.8236,221.5,432.9,79,14.12,379,-107.2,-829,273.9,196.1,38.6,38.9,112141,9,-1420,0,296,245,2,-19.3,98,67.9,-140,6.3,55.4,0.5,96.6,-12.32,49.6,106,14.01,1,8.3,8,106.98,57.4,14.2,359.011,0.1,70.7,2.38,61.3,62.5,62.1,63.3,79.7,666.5,1585.1,32.1
233,3615,12.5,78.2,0.38,0.24,-0.09,29.5,4.966,8.095,5.71,512,13.95,0.95,27.7,75.1,68,2.468,8.3,15.1,304.9,226.6,0.44,2.082,-1.5,-3.2,0.8783,0.9327,0.711,0.898,210.5,426,79,14.08,379,-112,-107,-605,-18.6,33.4,34.5,112141,9,-2738,0,293,249,2,-28.7,98,68,-140,6.3,55.4,0.5,96.7,-12.32,49.6,114,14.04,1,8.3,8,106.98,62.6,14.6,359.011,0.1,70.8,2.35,52.5,55.6,53.8,55.5,79.6,461.8,1366,32.2
233.5,3381,30.6,78.2,0.53,-0.18,0.01,29.5,4.966,8.095,6.71,512,13.95,0.95,27.7,87.4,68.1,4.18,12.9,35,46.7,31.5,0.57,3.86,-1.5,-2.1,0.9634,1.037,0.7205,0.7051,193.4,429.3,79,14.16,376.9,363.1,-716.4,2090.7,580.9,32.6,33.3,112141,9,-3638,0,306,247,2,-46,98,68,-140,6.3,55.4,0.5,96.7,-12.32,49.6,122,14.04,1,8.3,8,106.98,65.1,15,360.011,0.1,70.8,2.4,50.3,53.6,52.5,54.3,79.6,486.4,1560.5,32.2
234,3768,27.6,78.3,0.91,-0.1,-0.01,29.5,4.966,8.095,6.71,512,13.95,0.95,27.7,82.7,68.1,3.622,11.2,35,74.1,35.7,0.89,3.274,-1.5,-8,0.9405,1.1453,0.7709,0.7016,204,423.2,79,14.02,376.7,573.4,465.9,-402,86.4,34,37,112141,9,148,0,289,247,2,-65.2,98,68.1,-140,6.3,55.6,0.5,96.6,-12.32,49.7,130,13.97,1,8.3,8,106.96,58.1,14.8,360.011,0.1,70.8,2.38,52.4,59.5,54.8,60.3,79.5,639.9,1521.6,32.3
234.5,4029,23.9,78.3,-0.15,-0.07,0.01,29.5,4.966,8.095,7.71,512,13.96,0.95,27.7,79.4,68.1,3.306,11.3,34.5,178.5,157.9,0.17,2.944,-1.5,1.4,0.9945,0.8744,0.5555,0.8764,213.1,430.2,79,14,376.7,-13.3,269.7,349.8,249.7,37.9,37.3,112141,9,-1404,0,291,248,2,4.7,98,68.1,-140,6.3,55.7,0.5,96.7,-12.32,49.7,138,13.92,1,8.3,8,106.99,54,13.1,361.011,0.1,70.8,2.36,60.1,59.4,61,61.1,79.5,547.7,1424.3,32.3
235,2913,8.2,78.3,-0.36,0.23,-0.03,29.5,4.966,8.095,7.71,512,13.94,0.95,27.7,71.8,68.1,2.118,5.2,10,71.3,39.8,0.43,1.71,-1.5,-8.4,1.0031,0.7858,0.6531,1.0472,183.5,430.8,79,13.94,375.4,637,235.3,-979.5,-1552.3,28,30.6,112141,9,-76,0,293,258,2,34.8,98,68.1,-140,6.3,55.9,0.5,96.7,-12.32,49.7,145,13.95,1,8.3,8,106.99,60.2,14.3,361.011,0.1,70.7,2.39,49.2,44.9,48.4,45,79.4,461.8,1337.3,32.4
235.5,2769,9.4,78.3,-0.39,0.14,-0.04,29.5,4.966,8.095,8.71,512,13.95,0.95,27.6,74.8,68.1,2.134,4.8,10,49.4,17.8,0.42,1.73,-1.5,-8.5,0.9957,0.8031,0.6272,1.0854,169.4,434.1,79,14.01,374.3,-52.5,67.2,-320,-544.5,24.8,27.2,112141,9,349,0,286,251,2,41.6,98,68.1,-140,6.3,56,0.5,96.7,-12.32,49.7,151,13.97,1,8.3,8,106.98,64.9,12.9,362.011,0.1,70.7,2.38,43.7,40.1,43.3,40,79.4,461.8,1375.2,32.4
236,2454,18.3,78.4,-0.54,0.19,-0.04,29.5,4.966,8.095,8.71,512,13.97,0.95,27.6,81.2,68.1,3.57,5.4,23.1,81,60.3,0.57,3.23,-1.5,-17.4,1.0429,0.7858,0.624,1.1457,157.6,430.6,79.1,14.16,371.5,52.8,7.5,-388.9,-101.1,20.7,25,112141,9,4446,0,282,259,2,78.5,98,68.1,-140,6.3,56.1,0.5,96.7,-12.32,49.7,157,13.94,1,8.3,8,107,64.1,12.5,362.011,0.1,70.7,2.38,40.3,33.8,39,33.3,79.4,407.7,1316.8,32.5
236.5,1926,8.6,78.4,-0.64,0.08,-0.07,29.5,4.966,8.095,9.71,512,13.96,0.95,27.6,82.8,68.1,2.294,4.2,13.7,81,57.6,0.65,1.898,-1.5,-20.1,1.1008,0.8102,0.5602,1.1693,143.8,435.4,79.1,14.04,367.6,-744.8,-338.9,679.5,975.9,19.5,24.4,112141,9,-887,1,300,252,2,105,98,68.1,-140,6.3,56.2,0.5,96.7,-12.34,49.7,163,13.93,1,8.3,8,106.98,63.1,15.1,363.011,0.1,70.5,2.41,39.3,31.4,37.2,31.4,79.4,-405.5,1573.8,32.5
237,2061,9.5,78.5,-0.44,0.04,-0.07,29.5,4.966,8.095,9.71,512,13.96,0.95,27.6,84.6,68.1,2.266,5.2,11,122.2,75.5,0.46,1.872,-1.5,-16.1,1.122,0.8705,0.5051,1.0051,141,433.2,79.1,14.09,364.9,32.2,-284.2,197.8,-243.4,20.3,24.2,112141.1,9,-1951,1,306,246,2,83.8,98,68.1,-140,6.3,56.3,0.5,96.7,-12.32,49.7,168,14,1,8.4,8,107.01,61.2,19,363.011,0.1,70.5,2.39,39,33.1,38.3,32.7,79.4,-273.4,1456,32.6
237.5,2001,14.7,78.6,0.33,0.06,-0.01,29.5,4.966,8.095,10.71,512,13.99,0.95,27.6,86.1,68,3.582,4.5,17.8,138.7,124.9,0.3,3.23,-1.5,-4.4,0.9634,0.9307,0.7516,0.8795,134.3,433.8,79.1,13.99,360.4,297.8,21.9,13.6,-722.6,18.1,18.9,112141.1,9,2079,1,292,246,2,-33.4,98,68.1,-140,6.3,56.4,0.5,96.7,-12.32,49.7,173,14.04,1,8.4,8,107,58.6,15.5,364.011,0.1,70.4,2.42,28.7,30.5,29.1,30.8,79.4,-290.8,1606.6,32.7
238,1764,9.5,78.6,0.51,0.09,-0.07,29.5,4.966,8.095,10.71,512,13.97,0.95,27.6,88,68,2.676,4.1,18.6,149.7,90.6,0.51,2.296,-1.5,-17.6,0.9496,0.9736,0.7768,0.7768,129.4,433.7,79.1,14.05,357.6,-104.7,92.5,693.4,383.1,16.7,20.3,112141.1,9,-871,1,308,237,2,-104.3,98,68,-140,6.3,56.5,0.5,96.7,-12.32,49.7,177,14.01,1,8.3,8,106.97,53,21.6,364.011,0.1,70.4,2.42,27.5,32.7,26.9,32.4,79.4,-302,1551.3,32.8
238.5,1845,45.2,78.6,0.41,0.09,-0.13,29.5,4.966,8.095,11.71,512,13.96,0.95,27.6,96.1,68,4.538,6.2,35,113.9,53.5,0.39,4.224,-1.5,-18.6,0.9618,1,0.7472,0.8303,125.9,429.7,79.3,14.02,353.4,-214.7,-171.4,700.1,465.3,15.5,19,112141.1,9,2353,1,322,238,2,-105,98,68,-140,6.3,56.5,0.5,96.7,-12.32,49.7,182,14,1,8.2,8,106.98,49.2,20.3,365.011,0.1,70.3,2.44,25.5,30.6,25,30.6,79.4,-144.4,1610.7,32.8
239,1878,39.5,78.7,0.53,-0.02,-0.04,29.5,4.966,8.095,11.71,512,13.96,0.95,27.6,95.1,67.9,4.316,6.5,35,89.2,50.8,0.53,4,-1.5,-18.6,0.9724,1.0878,0.6988,0.8087,129.7,445.2,79.3,14.08,351,29.2,25.8,-15.3,125.8,17.7,21.7,112141.1,9,1350,1,303,256,2,-105,98,67.9,-140,6.3,56.7,0.5,96.7,-12.32,49.7,187,14.08,1,8.3,8,106.99,51.6,20.4,365.011,0.1,70.3,2.42,28.5,35,28.5,34.5,79.4,-219.1,1594.3,32.9
