Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
22.5,5580,37.2,69.7,-0.35,-0.06,-0.07,28.3,4.966,8.095,8.75,512,13.72,0.95,26.8,68.4,56.9,4.02,13.2,35,75.5,42.6,0.37,3.666,-1.3,-6.1,1.0201,0.8189,0.6606,1.0339,316.8,430.9,66.2,13.85,331,-117.8,-151.1,-19.4,-487.3,28.5,30.3,112138.1,1,9644,0,174,143,1,33.7,98,56.7,-140,6.3,49.5,0.5,96.7,-12.32,48.1,147,13.75,1,8.3,8,106.95,62.4,16.2,149.011,0.1,58.8,2.07,48.8,44.2,48.5,45.8,66.1,1967.1,2820.1,31
23,4854,8.8,69.8,0.04,0.37,-0.01,28.3,4.966,8.095,8.75,512,13.74,0.95,26.8,51.4,57,1.838,7.4,16.2,140,89.2,0.34,1.4,-1.3,-2,0.8807,0.8484,0.8059,1.0547,306.5,432.5,66.2,13.76,332.5,138.3,-276.4,525,-587.5,28.3,28.9,112138.1,1,-193,0,164,151,1,3.2,98,56.8,-140,6.3,49.6,0.5,96.7,-12.32,48.1,154,13.78,1,8.2,8,106.98,63.7,17.8,149.011,0.1,58.9,2.06,46.5,45.9,45.9,45.5,66.2,1844.1,2898.9,31.1
23.5,4803,20.1,69.8,0.02,-0.47,0.05,28.3,4.966,8.095,9.75,512,13.69,0.95,26.8,69.1,57.1,2.972,17.4,33.1,34.3,6.7,0.48,2.582,-1.3,2.2,1.1559,1.0661,0.2685,0.5283,295.1,431.4,66.4,13.84,332.5,1404.3,1360.7,-3371.1,-3513.1,28.8,28.1,112138.1,1,-9734,0,162,153,1,-1.2,98,56.9,-140,6.3,49.7,0.5,96.6,-12.32,48.1,160,13.81,1,8.2,8,106.99,64.4,17,150.011,0.1,58.9,2.1,45.2,44.4,46.5,46.3,66.2,1802.2,2433,31.1
24,3819,8.3,69.8,-0.22,0.14,-0.03,28.3,4.966,8.094,9.75,512,13.75,0.95,26.9,61.3,57.1,2.106,6.9,10,23.3,0,0.26,1.682,-1.3,-6.5,0.9831,0.8524,0.6524,1.0405,255.7,432.3,66.4,13.83,332.5,288.4,340.9,-461.4,-363.4,22.4,24,112138.1,1,-43,0,164,158,1,26,98,57,-140,6.3,49.8,0.5,96.6,-12.32,48.2,166,13.83,1,8.3,8,106.98,62.8,14.6,150.011,0.1,59,2.1,38.5,35.7,37.8,36,66.2,1735.6,2777,31.1
24.5,4038,17.7,69.9,-0.68,-0.18,-0.1,28.3,4.966,8.094,10.75,512,13.75,0.95,26.9,73.1,57.2,2.772,10.6,27.7,64.5,23.3,0.68,2.374,-1.4,-9.8,1.163,0.8476,0.4165,1.0035,243.7,435.3,66.5,13.8,332.5,-1466.2,26.4,1304.3,2645.5,22.5,24.9,112138.1,1,-3235,0,179,138,1,84.2,98,57.1,-140,6.3,49.8,0.5,96.7,-12.32,48.2,172,13.83,1,8.3,8,106.98,63.5,15.3,151.011,0.1,59,2.14,40.1,33.6,39.7,36.2,66.2,1754.1,2557.9,31.1
25,3339,24.2,69.9,-0.52,0.31,-0.09,28.4,4.966,8.095,10.75,512,13.76,0.95,27,74.1,57.3,3.19,7,32.6,60.3,38.4,0.6,2.81,-1.4,-22.9,1.0638,0.824,0.6374,1.1504,220.8,435,66.5,13.83,332.5,-60.6,-313.9,-882.3,-51.4,17.1,22.2,112138.1,1,8212,0,169,152,1,105,98,57.2,-140,6.3,49.9,0.5,96.6,-12.32,48.1,177,13.79,1,8.3,8,106.95,72.1,15,151.011,0.1,59,2.12,35.7,29.2,34.3,27.5,66.3,1582,2822,31.2
25.5,3192,8.2,70,-0.59,0.47,0,28.4,4.966,8.095,11.75,512,13.75,0.95,27.1,69.4,57.4,2.118,5.7,10,45.3,65.8,0.76,1.702,-1.4,-27.4,1.0803,0.8035,0.7016,1.2287,222,430.7,66.5,13.83,332.5,-385.9,-521.4,1415.7,902.9,17.2,23.6,112138.1,1,-499,0,168,143,1,105,98,57.2,-140,6.3,49.9,0.5,96.6,-12.32,48.1,182,13.75,1,8.3,8,106.99,76.6,15.5,152.011,0.1,59,2.11,38,30.5,34.9,27.6,66.3,1563.6,2867.2,31.2
26,3282,11.1,70,-0.08,0.01,-0.04,28.4,4.966,8.095,11.75,512,13.77,0.95,27.1,72.4,57.4,2.296,7.1,12.1,60.3,65.8,0.08,1.882,-1.4,-8.8,0.9965,0.8646,0.6504,0.9717,217.3,433,66.6,13.83,331.8,-1058.4,-1217,1993.2,1546.2,19.1,21,112138.2,1,-1586,0,167,160,1,43.7,98,57.3,-140,6.3,50,0.5,96.6,-12.32,48.1,187,13.73,1,8.2,8,106.98,66.7,16.3,152.011,0.1,59.1,2.14,33.8,30.9,33.5,30.8,66.4,1584,2841.5,31.3
26.5,2823,8.3,70.1,0.09,0.24,0.04,28.4,4.966,8.095,12.75,512,13.78,0.95,27.2,72.2,57.5,2.132,5.1,10,74.1,63.1,0.25,1.714,-1.4,-0.7,0.948,0.8941,0.7583,1.0248,198.6,427.8,66.6,13.83,328.4,562.5,599.2,-43.3,258.1,16.2,16.3,112138.2,1,-144,0,177,159,1,-8.4,98,57.4,-140,6.3,50,0.5,96.7,-12.32,48.1,192,13.74,1,8.2,8,107,57.1,15.4,153.011,0.1,59.1,2.16,26.1,26.3,26.1,26.1,66.4,1531.8,2743.2,31.3
27,2946,15.6,70.2,0.26,-0.36,-0.03,28.4,4.966,8.095,12.75,512,13.77,0.95,27.2,79.1,57.6,2.924,7,19.9,52.1,24.6,0.43,2.536,-1.4,-1.3,0.9563,0.9634,0.6571,0.8598,178.4,431,66.7,13.86,327.9,331.1,131.7,-800.3,-1284.8,14.2,14.4,112138.2,1,396,0,153,148,1,-54.7,98,57.5,-140,6.3,49.9,0.5,96.7,-12.32,48.1,195,13.84,1,8.3,8,106.98,48.9,12.9,153.011,0.1,59.2,2.15,21.3,23.1,22.8,24.1,66.5,1622.9,2592.7,31.4
27.5,2700,12.8,70.3,0.3,0.09,-0.04,28.4,4.966,8.095,13.75,512,13.8,0.95,27.2,78.1,57.6,2.806,6.1,13.3,68.6,17.8,0.3,2.424,-1.4,-16.3,0.9701,0.9831,0.7098,0.8898,174,431.8,66.8,13.98,324.9,242.2,-46.1,-85.8,89.2,14.1,16.9,112138.2,1,-182,0,180,141,1,-85.8,98,57.5,-140,6.3,49.9,0.5,96.7,-12.32,48.1,199,13.91,1,8.3,8,106.97,44.2,14.6,154.011,0.1,59.2,2.16,23.1,27.1,22.7,26.7,66.5,1490.9,2837.4,31.4
28,2472,17.7,70.4,0.29,0.03,-0.04,28.4,4.966,8.095,13.75,512,13.8,0.95,27.2,80.7,57.7,3.456,6.3,21.7,32.9,45.3,0.29,3.088,-1.4,-20.5,0.9886,0.9823,0.7528,0.8764,172,430.8,66.9,13.89,321.9,29.2,18.3,-197.2,-10.8,13,16.4,112138.2,1,3236,0,157,154,1,-104.8,98,57.6,-140,6.3,49.9,0.5,96.6,-12.32,48.2,203,13.85,1,8.3,8,107.01,51.8,14.8,154.011,0.1,59.3,2.15,21.8,26.4,21,25.6,66.6,1586.1,2795.5,31.4
28.5,2937,11.4,70.5,0.53,0.07,-0.04,28.4,4.966,8.095,14.75,512,13.8,0.95,27.3,77.2,57.8,2.368,6.2,12.4,39.8,23.3,0.54,1.958,-1.4,-22.1,0.9307,1.0256,0.8079,0.7953,192,428.8,66.9,13.81,319.9,-228.4,-562.3,580.9,412.3,16.6,21.3,112138.2,1,-848,0,167,133,1,-105,98,57.6,-140,6.3,49.9,0.5,96.6,-12.32,48.2,207,13.81,1,8.3,8,107.02,56.3,16.6,155.011,0.1,59.3,2.16,27.9,34.4,26.8,33.1,66.6,1530.8,2896.8,31.4
29,3156,24.5,70.6,0.39,-0.33,-0.05,28.4,4.966,8.095,14.75,512,13.77,0.95,27.3,82.8,57.8,3.638,9.6,34.1,49.4,15,0.51,3.278,-1.4,-8.7,1.0559,1.0905,0.5646,0.611,194.4,431.7,67,13.9,318.4,1214,931.7,-2429.9,-3001.1,17,18.6,112138.2,1,1138,0,181,156,1,-105,98,57.7,-140,6.3,49.9,0.5,96.6,-12.32,48.2,211,13.84,1,8.2,8,106.98,49.3,15.1,155.011,0.1,59.4,2.13,24.7,29.9,30.6,29.6,66.7,1685.4,2412.4,31.5
29.5,3342,18.4,70.7,0.52,-0.01,0,28.4,4.966,8.095,15.75,512,13.8,0.95,27.2,77.9,57.9,2.974,8.1,25.8,67.2,24.6,0.52,2.59,-1.4,-18.5,0.9886,1.0874,0.7358,0.7823,201,433.1,67.1,13.91,316.2,93.6,9.4,258.1,95.8,17.5,21.5,112138.2,1,-41,0,173,161,1,-105,98,57.8,-140,6.3,49.9,0.5,96.6,-12.32,48.2,215,13.87,1,8.2,8,106.98,44.1,15.8,156.011,0.1,59.4,2.14,28.5,34.6,28.2,34,66.7,1520.6,2857.9,31.5
30,3471,17.6,70.9,0.57,0.04,0,28.4,4.966,8.095,15.75,512,13.81,0.95,27.2,74,57.9,2.86,8.4,24.8,46.7,52.1,0.57,2.47,-1.4,-19.9,0.9795,1.0705,0.7827,0.7819,213.1,432.1,67.1,13.87,315.4,75,10,364.2,83.3,18.4,22.9,112138.2,1,-50,0,173,159,1,-105,98,57.9,-140,6.3,49.9,0.5,96.6,-12.32,48.2,220,13.88,1,8.3,8,106.98,45.1,14.6,156.011,0.1,59.4,2.13,30.2,36.9,29.6,36.4,66.8,1649.6,2779.1,31.6
30.5,3651,17.5,71,0.4,0,-0.03,28.4,4.966,8.095,16.75,512,13.82,0.95,27.2,73.7,58,2.834,8.5,25.1,74.1,23.3,0.41,2.442,-1.4,-12.2,0.9748,1.0283,0.7299,0.7953,220.3,433.8,67.2,13.87,313.9,-99.7,-14.2,85.8,104.7,19.8,22.5,112138.2,1,0,0,176,158,1,-75,98,57.9,-140,6.3,49.9,0.5,96.6,-12.32,48.2,225,13.88,1,8.4,8,106.98,47,13.7,157.011,0.1,59.4,2.14,31.7,36.3,31.8,36.5,66.8,1658.8,2792.4,31.7
31,3834,17.5,71.1,0.22,-0.08,-0.07,28.4,4.966,8.095,16.75,512,13.83,0.95,27.2,72.5,58,2.792,8.7,26.1,39.8,26,0.23,2.39,-1.4,-6.6,0.9697,0.9921,0.6602,0.8701,224.4,435.3,67.2,13.76,313.9,-61.4,-114.2,-345.9,-176.4,21.1,22.6,112138.2,1,38,0,172,145,1,-41.4,98,58,-140,6.3,50,0.5,96.6,-12.32,48.2,231,13.86,1,8.3,8,106.98,52.2,13.8,157.011,0.1,59.5,2.13,33.8,36.4,34,36.5,66.9,1694.6,2804.7,31.7
31.5,3756,10.6,71.3,0.24,0.01,0.06,28.4,4.966,8.095,17.75,512,13.83,0.95,27.2,69,58,2.222,8.1,11.1,65.8,37,0.23,1.81,-1.4,-5.2,0.9768,0.9917,0.7736,0.9327,232.6,435.1,67.2,13.86,313.9,406.7,466.1,939.8,1062,22,23.2,112138.2,1,-2518,0,159,138,1,-37.7,98,58,-140,6.3,50,0.5,96.6,-12.32,48.2,236,13.85,1,8.3,8,106.97,58.6,14,158.011,0.1,59.5,2.13,35.1,37.3,35.4,37.6,66.9,1656.8,2893.8,31.7
32,3162,8.5,71.4,0.28,0.22,-0.02,28.4,4.966,8.095,17.75,512,13.82,0.95,27.2,67.3,58.1,2.112,5.5,10,71.3,41.2,0.34,1.7,-1.4,-12,0.898,0.948,0.7917,0.9465,207.6,433,67.2,13.89,314.1,-51.1,-0.6,10.6,-2.8,17,19.3,112138.2,1,50,0,166,151,1,-63.8,98,58,-140,6.3,50,0.5,96.6,-12.32,48.2,240,13.88,1,8.2,8,106.98,69.2,15.4,158.011,0.1,59.5,2.16,27.5,31.1,27.4,30.4,67,1571.8,2840.5,31.6
32.5,2757,9,71.5,-0.17,-0.08,-0.02,28.4,4.966,8.095,18.75,512,13.82,0.95,27.2,75.4,58.1,2.15,6.2,10,48.1,24.6,0.18,1.728,-1.4,-1.6,0.9965,0.8791,0.698,1.035,195.6,433.9,67.2,13.8,316.2,-1722.1,-1247,3313.9,3960,16.8,17.1,112138.2,1,-2290,0,155,134,1,-5.3,98,58,-140,6.3,50,0.5,96.6,-12.32,48.2,244,13.9,1,8.2,8,106.98,76.8,15.2,159.011,0.1,59.5,2.22,27.6,27.2,27.1,27.7,67,1571.8,2843.6,31.5
33,2313,8.4,71.5,-0.25,0.21,-0.01,28.4,4.966,8.095,18.75,512,13.85,0.95,27.2,77.6,58.2,2.184,4.2,10,41.2,21.9,0.32,1.772,-1.4,-22.8,1.0008,0.8835,0.676,1.1067,172,434.2,67.2,13.87,313.9,687,30,180.6,-129.7,11.7,15.2,112138.2,1,29,0,159,129,1,104.8,98,58.1,-140,6.3,49.9,0.5,96.7,-12.32,48.2,248,13.89,1,8.3,8,106.98,73.8,14.7,159.011,0.1,59.5,2.16,24.5,19.7,23.3,18.9,67.1,1522.6,2787.2,31.4
33.5,2676,13.1,71.6,-0.36,0.02,-0.13,28.4,4.966,8.095,19.75,512,13.84,0.95,27.2,79.7,58.2,2.852,6.5,13.6,79.6,34.3,0.35,2.462,-1.4,-21.6,1.0941,0.8795,0.5591,1.0106,175.1,438,67.2,13.88,311.8,-665.1,-307.5,-202.5,-857.6,14,17.8,112138.2,1,-619,0,176,156,1,105,98,58.1,-140,6.3,49.8,0.5,96.6,-12.32,48.2,252,13.88,1,8.3,8,106.95,72.1,16.5,160.011,0.1,59.4,2.14,28.7,23.1,27.6,22.5,67.1,1549.2,2718.6,31.4
34,2613,13,71.7,-0.27,0.04,-0.03,28.4,4.966,8.095,19.75,512,13.84,0.95,27.2,79,58.2,2.828,6,13.3,46.6,48.1,0.27,2.436,-1.4,-20.3,1.0768,0.926,0.5717,1.0283,173.9,435.7,67.2,13.87,309.8,21.7,-55.8,-17.8,125.3,13.4,16.8,112138.2,1,11,0,175,151,1,105,98,58.2,-140,6.3,49.7,0.5,96.7,-12.32,48.2,255,13.86,1,8.3,8,106.95,75.1,14.6,160.011,0.1,59.4,2.16,27,22,25.9,21.5,67.2,1608.6,2821.1,31.3
34.5,2451,13,71.8,-0.27,0.01,-0.04,28.4,4.966,8.095,20.75,512,13.85,0.95,27.2,79.6,58.1,2.904,6.1,13,53.4,12.3,0.27,2.516,-1.4,-19.6,1.0874,0.9169,0.5854,0.9929,171.1,432.9,67.2,13.86,308.7,12.8,22.2,-9.2,-40.3,13.3,16.5,112138.2,1,0,0,168,133,1,105,98,58.2,-140,6.3,49.7,0.5,96.7,-12.32,48.2,259,13.84,1,8.3,8,106.98,75.3,15.9,161.011,0.1,59.4,2.16,26.6,21.8,25.9,21.4,67.2,1532.9,2780.1,31.3
35,2349,12.9,71.9,-0.27,0.01,-0.08,28.4,4.966,8.095,20.75,512,13.87,0.95,27.2,80,58.1,3.032,6.1,12.9,28.8,24.6,0.27,2.64,-1.4,-21.9,1.0874,0.9169,0.5988,0.9933,170.2,437.4,67.2,13.76,306.6,30.6,51.1,-42.5,-69.5,13,16.6,112138.2,1,-11,0,155,129,1,105,98,58.1,-140,6.3,49.6,0.5,96.7,-12.32,48.2,263,13.86,1,8.3,8,106.99,65.7,15.5,161.011,0.1,59.4,2.17,26.8,21.6,25.5,20.9,67.3,1516.5,2851.8,31.3
35.5,2490,12.6,71.9,-0.1,0.01,-0.1,28.4,4.966,8.095,21.75,512,13.88,0.95,27.2,79.6,58.1,2.894,5.8,12.6,42.6,19.1,0.1,2.502,-1.4,-13.6,1.0465,0.9295,0.6146,0.9587,168,437.1,67.2,13.83,304.6,-118.9,-133.9,211.1,-235.3,13.5,15.7,112138.2,1,-11,0,156,153,1,70.2,98,58.1,-140,6.3,49.6,0.5,96.7,-12.32,48.2,267,13.87,1,8.3,8,106.98,56.4,15.4,162.011,0.1,59.4,2.17,25.2,21.6,24.5,21.8,67.3,1521.6,2777,31.3
36,2586,12.6,72,-0.1,0.01,-0.07,28.4,4.966,8.095,21.75,512,13.88,0.95,27.1,79.6,58,2.812,5.8,12.6,39.8,50.8,0.11,2.416,-1.4,-9.5,1.0213,0.9189,0.6059,0.9689,168.2,434.7,67.2,13.83,302.3,-132,-243.4,-48.6,257,13.8,15.3,112138.2,1,0,0,175,144,1,45.3,98,58,-140,6.3,49.6,0.5,96.7,-12.32,48.3,270,13.89,1,8.3,8,106.95,48.3,15.2,162.011,0.1,59.4,2.16,24.6,22.3,24.3,22.3,67.4,1551.3,2797.5,31.3
36.5,2481,12.7,72.1,-0.28,0.06,-0.04,28.4,4.966,8.095,22.75,512,13.88,0.95,27.1,79.2,58,2.854,5.7,12.7,63.1,12.3,0.28,2.464,-1.4,-20.5,1.052,0.8941,0.5968,1.0311,167,437.7,67.2,13.88,300,209.7,103.9,-70.3,27.8,12.5,15.8,112138.2,1,70,0,167,126,1,105,98,58,-140,6.3,49.6,0.5,96.7,-12.32,48.3,274,13.9,1,8.3,8,107.01,43,14.3,163.011,0.1,59.4,2.17,25.4,20.6,24.5,20.2,67.4,1601.4,2689,31.3
37,2400,14,72.2,-0.26,0.03,-0.04,28.4,4.966,8.095,22.75,512,13.88,0.95,27.1,81.4,58,3.184,5.7,14,30.2,50.8,0.25,2.808,-1.4,-21.9,1.074,0.9004,0.6055,0.9913,165.3,431.3,67.2,13.88,298,-14.7,345.9,-20.6,-69.7,12,15.4,112138.2,1,223,0,151,154,1,105,98,58,-140,6.3,49.5,0.5,96.7,-12.32,48.2,277,13.85,1,8.3,8,107.01,48.1,15.9,163.011,0.1,59.4,2.17,24.8,20,23.9,19.4,67.5,1545.1,2870.2,31.3
37.5,2871,19.7,72.3,-0.35,-0.15,-0.04,28.4,4.966,8.095,23.75,512,13.9,0.95,27.1,82.2,58,3.324,7.8,26.8,67.2,28.8,0.38,2.954,-1.4,-15.6,1.0791,0.9504,0.4587,0.9791,175.3,436.4,67.2,13.92,297.7,-264.2,9.2,76.7,209.5,15.4,18.3,112138.2,1,184,0,162,146,1,105,98,58,-140,6.3,49.5,0.5,96.6,-12.32,48.2,281,13.81,1,8.3,8,106.98,51.2,16.5,164.011,0.1,59.4,2.16,29.4,23.5,28.6,24.8,67.6,1537,2840.5,31.3
38,3288,19.2,72.3,-0.47,-0.08,-0.05,28.4,4.966,8.095,23.75,512,13.9,0.95,27.1,79.4,57.9,3.038,8.2,26.9,34.3,48,0.47,2.662,-1.4,-17.5,1.1374,0.8988,0.5055,0.9968,198,432.3,67.2,13.95,296.2,-329.7,18.9,26.9,468.4,17.6,21.4,112138.3,1,-36,0,157,148,1,104.7,98,58,-140,6.3,49.6,0.5,96.6,-12.32,48.2,285,13.83,1,8.3,8,106.98,47.8,16.1,164.011,0.1,59.4,2.17,34.5,28,33.2,28.4,67.7,1571.8,2834.3,31.4
38.5,3417,14.4,72.4,-0.14,0,-0.01,28.4,4.966,8.095,24.75,512,13.9,0.95,27.1,71.7,57.9,2.724,7.6,18.7,54.9,26,0.14,2.334,-1.4,-6.5,1.0508,0.902,0.5988,0.9752,210.8,433.9,67.2,13.92,298,-83.3,85.8,403.6,-85.6,19.3,20.6,112138.3,1,-95,0,163,144,1,38,98,58,-140,6.3,49.6,0.5,96.6,-12.32,48.2,290,13.87,1,8.3,8,106.97,46.9,14.4,165.011,0.1,59.4,2.16,33.2,30.6,33.2,31.1,67.8,1571.8,2831.3,31.5
39,3567,14.6,72.5,0.16,-0.06,-0.05,28.4,4.966,8.095,24.75,512,13.91,0.95,27.1,71,57.9,2.706,7.9,19.2,72.7,10.9,0.15,2.316,-1.4,-2.1,0.9957,0.9224,0.6894,0.8839,215.9,434.3,67.2,13.94,298,142.2,-179.7,-20.6,159.2,20.1,20.5,112138.3,1,36,0,171,129,1,-22.2,98,57.9,-140,6.3,49.7,0.5,96.6,-12.32,48.3,294,13.96,1,8.3,8,106.99,55.3,14.2,165.011,0.1,59.4,2.16,32,33,32.3,33.5,67.9,1619.9,2794.4,31.6
39.5,3807,23.6,72.6,0.37,-0.13,-0.18,28.4,4.966,8.095,25.75,512,13.91,0.95,27,76.7,57.9,3.22,9.3,33.9,39.8,27.4,0.38,2.858,-1.4,-8.4,0.8441,0.8961,0.6374,0.8461,228.8,432.5,67.2,14.07,298,-1007.3,-604.2,-793.7,-603.4,20.8,22.7,112138.3,1,1661,0,165,133,1,-53.6,98,57.9,-140,6.3,49.8,0.5,96.6,-12.32,48.3,299,14.03,1,8.3,8,106.98,60.2,13.9,166.011,0.1,59.4,2.16,33.5,36.5,33.5,36.5,67.9,1736.7,2914.2,31.6
40,4689,32.7,72.6,0.07,-0.36,-0.01,28.5,4.966,8.095,25.75,512,13.89,0.95,27,79.6,57.9,3.87,14.4,35,50.8,8.1,0.34,3.526,-1.4,2,1.072,1.0091,0.5272,0.8094,256,432.4,67.2,14,301.9,-96.4,87.5,-843.1,-479.2,26.6,26.1,112138.3,1,223,0,158,146,1,-16.9,98,57.9,-140,6.3,49.8,0.5,96.6,-12.32,48.3,305,14.01,1,8.3,8,106.99,52.2,16.9,166.011,0.1,59.4,2.15,41.7,42,43,43.2,68,1692.6,2502.6,31.6
40.5,4488,8.9,72.7,-0.1,0.37,-0.04,28.5,4.966,8.095,26.75,512,13.89,0.95,27,53.9,57.9,1.936,7.1,14.7,229.3,124.9,0.36,1.522,-1.4,-1,0.9484,0.8295,0.7409,1.063,285.5,433.2,67.1,13.96,304.8,752,388.9,-488.1,-441.1,26.7,26.9,112138.3,1,-229,0,161,142,1,4.3,98,57.9,-140,6.3,49.8,0.5,96.6,-12.32,48.3,310,13.98,1,8.3,8,106.98,46.1,18.9,167.011,0.1,59.4,2.12,43.4,42.4,43.5,42.9,68.1,1686.4,2912.2,31.6
41,3879,9.3,72.8,-0.54,0.21,-0.16,28.5,4.966,8.095,26.75,512,13.92,0.95,26.9,60.2,57.9,2.104,6.9,10,68.6,45.2,0.57,1.692,-1.3,-12.6,1.0185,0.7654,0.5953,1.0984,254.3,433.3,67.1,13.95,306.9,-360.3,77.5,-440,-164.5,21.4,24.5,112138.3,1,34,0,157,149,1,64.3,98,57.9,-140,6.3,49.8,0.5,96.7,-12.32,48.3,316,13.94,1,8.2,8,106.99,46.6,13.9,167.011,0.1,59.4,2.16,39.4,34.6,38.8,34.4,68.2,1625,2813.9,31.7
41.5,3906,31.4,72.9,-0.48,-0.26,-0.05,28.5,4.966,8.095,27.75,512,13.89,0.95,26.9,81.9,57.8,3.982,14.6,35,57.6,16.4,0.57,3.632,-1.3,-6.8,1.2102,1.0091,0.2398,0.7689,241.8,438,67.1,13.92,309.3,802.8,865.6,-633.7,-705.6,22.9,24.5,112138.3,1,-2682,0,165,132,1,76.5,98,57.9,-140,6.3,49.8,0.5,96.7,-12.32,48.3,322,13.9,1,8.2,8,106.98,46.9,15.6,168.011,0.1,59.4,2.17,39.5,33.3,39.1,36.8,68.2,1704.9,2411.5,31.7
42,4374,22.3,72.9,-0.39,-0.13,-0.07,28.5,4.966,8.095,27.75,512,13.91,0.95,26.9,71.2,57.8,2.94,10.7,35,64.5,31.5,0.41,2.556,-1.3,-10.6,1.0929,0.8291,0.5669,0.9622,262.5,435.3,67.1,13.95,311.6,-939,-722.3,653.1,108.1,24.2,27.1,112138.3,1,-610,0,169,136,1,55.6,98,57.8,-140,6.3,49.9,0.5,96.6,-12.32,48.3,328,13.92,1,8.3,8,106.98,46.6,16.6,168.011,0.1,59.4,2.15,43.7,38,42.7,39,68.3,1697.7,2467.8,31.6
42.5,4758,21.6,72.9,-0.8,-0.06,-0.01,28.5,4.966,8.095,28.75,512,13.89,0.95,26.9,65.6,57.8,2.876,11.4,35,79.6,46.6,0.79,2.494,-1.3,-10.8,1.1366,0.8063,0.4803,1.0685,281,434.1,67.1,14.02,312.8,-48.6,217.5,260.6,468.6,26.3,29.5,112138.3,1,-85,0,167,136,1,77.1,98,57.8,-140,6.3,49.9,0.5,96.6,-12.32,48.3,333,13.95,1,8.3,8,106.99,48.6,17.7,169.011,0.1,59.4,2.13,47.5,39.7,46.4,42.4,68.4,1704.9,2457.6,31.6
43,4689,16.5,72.9,-0.47,0.03,-0.07,28.5,4.966,8.095,28.75,512,13.9,0.95,26.9,58.3,57.8,2.43,9.5,29.5,45.2,60.3,0.45,2.036,-1.3,-12.7,1.0626,0.8283,0.5157,1.05,288.3,434.6,67.1,14.04,313.9,88.3,-905.4,-678.7,-595.6,25.6,29.3,112138.3,1,-56,0,160,134,1,56.2,98,57.8,-140,6.3,50,0.5,96.6,-12.32,48.3,340,13.98,1,8.3,8,106.98,58.4,18.9,169.011,0.1,59.4,2.1,47.2,41.2,45.8,41.2,68.5,1624,2832.3,31.6
43.5,4821,18.1,72.9,0.23,-0.06,-0.03,28.5,4.966,8.095,29.75,512,13.91,0.95,26.8,59.2,57.8,2.54,10.2,32.2,35.7,50.8,0.24,2.15,-1.3,-3.4,0.9358,0.9295,0.6736,0.8614,287.2,433.1,67.1,14.04,313.9,-66.7,55,-307.2,-49.2,27.2,28.2,112138.3,1,9,0,158,135,1,-23.7,98,57.8,-140,6.3,50,0.5,96.6,-12.32,48.3,347,14,1,8.3,8,106.98,65,18.2,170.011,0.1,59.5,2.12,44.2,45.4,43.9,45.1,68.6,1717.2,2953.1,31.6
44,4992,20.5,72.8,0.65,-0.03,-0.03,28.5,4.966,8.095,29.75,512,13.91,0.95,26.8,62.1,57.8,2.768,11.6,35,46.7,54.8,0.65,2.382,-1.3,-10.5,0.9012,1.0307,0.7744,0.761,292.2,432.2,67.1,13.99,313.9,167,52.8,-2.5,120,27.3,30.5,112138.3,1,-239,0,160,133,1,-68.8,98,57.8,-140,6.3,50.1,0.5,96.6,-12.32,48.3,354,13.99,1,8.3,8,106.98,60.3,18.9,170.011,0.1,59.5,2.13,43.8,49.1,44,49.3,68.7,1741.8,2931.6,31.7
44.5,4860,25.3,72.7,-0.2,-0.4,0.08,28.5,4.966,8.095,30.75,512,13.89,0.95,26.8,62,57.8,3.176,13.4,35,43.9,39.8,0.44,2.808,-1.3,-0.1,1.098,0.9287,0.4394,0.8016,292.3,433.1,67.1,14.03,314.7,401.1,1812.4,-2769.9,-1586.2,29.2,29.2,112138.3,1,1022,0,161,133,1,0.6,98,57.8,-140,6.3,50.2,0.5,96.6,-12.32,48.3,360,13.99,1,8.3,8,106.96,58.5,17.4,171.011,0.1,59.6,2.08,47,45.7,47,47.5,68.8,1706,2435,31.7
